CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Customer_Segment
13028,23,3,659.68,4,3,3,433,10,Loyal
13029,31,3,1247.5,4,3,4,434,11,Loyal
13030,11,2,752.4399999999999,5,2,3,523,10,Loyal
13032,39,3,996.52,3,3,4,334,10,Loyal
13033,357,1,190.55,1,1,1,111,3,At Risk
13034,55,2,642.77,3,2,3,323,8,Regular
13035,58,3,886.63,3,3,3,333,9,Loyal
13037,138,3,881.07,2,3,3,233,8,Regular
13038,80,3,908.46,2,3,4,234,9,Loyal
13040,9,2,676.99,5,2,3,523,10,Loyal
13043,254,2,471.57,1,2,3,123,6,Regular
13044,291,1,560.47,1,1,3,113,5,At Risk
13045,99,1,305.28000000000003,2,1,2,212,5,At Risk
13046,31,2,629.31,4,2,3,423,9,Loyal
13047,32,18,3079.1,4,5,5,455,14,VIP
13048,14,5,1789.41,4,4,4,444,12,VIP
13049,64,2,656.6800000000001,3,2,3,323,8,Regular
13050,9,28,5684.61,5,5,5,555,15,VIP
13052,212,1,348.15000000000003,1,1,2,112,4,At Risk
13055,64,4,1201.96,3,4,4,344,11,Loyal
13058,25,3,271.40000000000003,4,3,2,432,9,Loyal
13059,250,1,183.4,1,1,1,111,3,At Risk
13060,254,1,307.53,1,1,2,112,4,At Risk
13061,72,1,248.61,2,1,2,212,5,At Risk
13062,191,1,346.98,1,1,2,112,4,At Risk
13064,13,4,1105.59,4,4,4,444,12,VIP
13065,373,1,205.86,1,1,1,111,3,At Risk
13066,24,3,430.9,4,3,2,432,9,Loyal
13067,82,1,115.46000000000001,2,1,1,211,4,At Risk
13068,10,2,344.0,5,2,2,522,9,Loyal
13069,1,27,3713.14,5,5,5,555,15,VIP
13070,192,1,228.8,1,1,1,111,3,At Risk
13072,267,1,177.15,1,1,1,111,3,At Risk
13075,130,1,919.61,2,1,4,214,7,Regular
13077,1,4,728.02,5,4,3,543,12,VIP
13078,1,43,12432.28,5,5,5,555,15,VIP
13079,4,5,220.10000000000002,5,4,1,541,10,Loyal
13080,179,1,58.08,1,1,1,111,3,At Risk
13081,1,21,27964.48,5,5,5,555,15,VIP
13082,126,10,3595.48,2,5,5,255,12,VIP
13083,4,2,303.75,5,2,2,522,9,Loyal
13085,158,3,272.38,2,3,2,232,7,Regular
13089,3,118,57322.13,5,5,5,555,15,VIP
13090,9,18,8689.39,5,5,5,555,15,VIP
13091,21,2,319.82,4,2,2,422,8,Regular
13092,71,6,459.83,3,4,2,342,9,Loyal
13093,267,13,7741.47,1,5,5,155,11,Loyal
13094,21,16,1708.8600000000001,4,5,4,454,13,VIP
13095,71,1,74.39999999999999,3,1,1,311,5,At Risk
13097,33,14,5886.12,3,5,5,355,13,VIP
13098,1,41,28658.88,5,5,5,555,15,VIP
13099,99,1,207.35999999999999,2,1,1,211,4,At Risk
13101,234,1,101.19,1,1,1,111,3,At Risk
13102,1,27,6336.29,5,5,5,555,15,VIP
13103,40,1,243.94,3,1,2,312,6,Regular
13104,3,6,1098.48,5,4,4,544,13,VIP
13106,129,2,59.5,2,2,1,221,5,At Risk
13107,44,5,1524.07,3,4,4,344,11,Loyal
13108,373,1,350.06,1,1,2,112,4,At Risk
13109,3,5,766.84,5,4,3,543,12,VIP
13110,31,8,1452.8700000000001,4,5,4,454,13,VIP
13113,1,40,10510.0,5,5,5,555,15,VIP
13115,9,14,2205.63,5,5,5,555,15,VIP
13116,117,2,485.19,2,2,3,223,7,Regular
13117,22,8,984.91,4,5,4,454,13,VIP
13118,20,7,1125.0,4,5,4,454,13,VIP
13120,239,1,30.599999999999998,1,1,1,111,3,At Risk
13121,269,2,254.73,1,2,2,122,5,At Risk
13122,94,2,922.39,2,2,4,224,8,Regular
13124,90,3,3756.33,2,3,5,235,10,Loyal
13126,5,10,2056.29,5,5,5,555,15,VIP
13127,78,1,259.17,2,1,2,212,5,At Risk
13130,94,1,64.0,2,1,1,211,4,At Risk
13131,23,4,1039.3,4,4,4,444,12,VIP
13132,262,1,77.3,1,1,1,111,3,At Risk
13133,274,2,109.8,1,2,1,121,4,At Risk
13134,73,7,1740.63,2,5,4,254,11,Loyal
13135,197,1,3096.0,1,1,5,115,7,Regular
13136,50,11,2545.38,3,5,5,355,13,VIP
13137,11,9,3557.96,5,5,5,555,15,VIP
13138,22,6,962.39,4,4,4,444,12,VIP
13139,16,8,5055.79,4,5,5,455,14,VIP
13140,108,3,422.47,2,3,2,232,7,Regular
13141,85,6,2385.8,2,4,5,245,11,Loyal
13142,19,1,307.09,4,1,2,412,7,Regular
13144,333,1,110.95,1,1,1,111,3,At Risk
13145,40,5,614.77,3,4,3,343,10,Loyal
13146,26,1,228.91,4,1,1,411,6,Regular
13147,10,4,712.8000000000001,5,4,3,543,12,VIP
13148,29,17,3324.62,4,5,5,455,14,VIP
13149,14,4,1676.06,4,4,4,444,12,VIP
13151,203,2,1250.3700000000001,1,2,4,124,7,Regular
13153,6,1,486.22,5,1,3,513,9,Loyal
13154,144,1,-611.86,2,1,1,211,4,At Risk
13155,33,4,971.76,3,4,4,344,11,Loyal
13157,49,5,1721.57,3,4,4,344,11,Loyal
13158,95,4,1201.06,2,4,4,244,10,Loyal
13159,9,5,1371.25,5,4,4,544,13,VIP
13160,22,1,91.8,4,1,1,411,6,Regular
13161,313,1,112.75,1,1,1,111,3,At Risk
13162,122,5,1644.99,2,4,4,244,10,Loyal
13165,46,2,1021.48,3,2,4,324,9,Loyal
13166,282,2,414.7,1,2,2,122,5,At Risk
13167,19,4,791.33,4,4,3,443,11,Loyal
13168,36,5,1290.54,3,4,4,344,11,Loyal
13169,64,2,712.88,3,2,3,323,8,Regular
13170,27,1,108.81,4,1,1,411,6,Regular
13171,8,5,426.81,5,4,2,542,11,Loyal
13173,4,2,353.65,5,2,2,522,9,Loyal
13174,16,3,2742.82,4,3,5,435,12,VIP
13176,46,1,481.49,3,1,3,313,7,Regular
13177,65,1,282.45,3,1,2,312,6,Regular
13178,26,11,5725.47,4,5,5,455,14,VIP
13182,45,1,121.18,3,1,1,311,5,At Risk
13183,8,9,3957.78,5,5,5,555,15,VIP
13184,15,12,1616.45,4,5,4,454,13,VIP
13185,268,1,71.4,1,1,1,111,3,At Risk
13186,40,5,1539.69,3,4,4,344,11,Loyal
13187,337,1,236.02,1,1,2,112,4,At Risk
13188,11,1,114.60000000000001,5,1,1,511,7,Regular
13189,19,2,260.68,4,2,2,422,8,Regular
13192,95,2,911.94,2,2,4,224,8,Regular
13193,61,1,112.08,3,1,1,311,5,At Risk
13194,136,1,60.7,2,1,1,211,4,At Risk
13196,11,4,1797.78,5,4,4,544,13,VIP
13198,10,8,3384.09,5,5,5,555,15,VIP
13199,4,39,9803.96,5,5,5,555,15,VIP
13200,19,4,870.09,4,4,3,443,11,Loyal
13203,10,4,869.46,5,4,3,543,12,VIP
13207,15,2,250.26000000000002,4,2,2,422,8,Regular
13208,59,7,1199.65,3,5,4,354,12,VIP
13209,30,11,5820.16,4,5,5,455,14,VIP
13210,94,1,353.48,2,1,2,212,5,At Risk
13211,10,3,1095.42,5,3,4,534,12,VIP
13212,9,4,779.33,5,4,3,543,12,VIP
13213,57,6,1518.43,3,4,4,344,11,Loyal
13216,268,1,333.74,1,1,2,112,4,At Risk
13217,122,5,133.62,2,4,1,241,7,Regular
13218,127,1,62.63999999999999,2,1,1,211,4,At Risk
13220,78,4,819.2900000000001,2,4,3,243,9,Loyal
13221,240,2,847.41,1,2,3,123,6,Regular
13223,200,2,163.20000000000002,1,2,1,121,4,At Risk
13224,60,3,2150.85,3,3,5,335,11,Loyal
13225,3,8,6083.04,5,5,5,555,15,VIP
13226,273,1,108.21000000000001,1,1,1,111,3,At Risk
13227,202,1,257.7,1,1,2,112,4,At Risk
13228,81,1,358.0,2,1,2,212,5,At Risk
13229,226,1,160.95,1,1,1,111,3,At Risk
13230,4,15,2712.07,5,5,5,555,15,VIP
13232,13,7,1328.35,4,5,4,454,13,VIP
13233,74,2,605.12,2,2,3,223,7,Regular
13235,212,2,101.17000000000007,1,2,1,121,4,At Risk
13236,25,3,727.27,4,3,3,433,10,Loyal
13238,11,5,680.83,5,4,3,543,12,VIP
13239,262,1,329.56,1,1,2,112,4,At Risk
13240,96,4,663.65,2,4,3,243,9,Loyal
13242,112,3,270.40000000000003,2,3,2,232,7,Regular
13243,203,1,585.12,1,1,3,113,5,At Risk
13244,93,1,121.74000000000001,2,1,1,211,4,At Risk
13245,51,1,430.5,3,1,2,312,6,Regular
13246,18,7,1896.32,4,5,4,454,13,VIP
13247,18,4,501.12,4,4,3,443,11,Loyal
13248,125,2,465.68,2,2,3,223,7,Regular
13249,92,3,711.41,2,3,3,233,8,Regular
13253,157,2,1030.4,2,2,4,224,8,Regular
13255,4,3,390.66,5,3,2,532,10,Loyal
13256,14,1,0.0,4,1,1,411,6,Regular
13258,12,3,672.83,4,3,3,433,10,Loyal
13259,62,1,283.18,3,1,2,312,6,Regular
13260,61,1,557.62,3,1,3,313,7,Regular
13261,269,2,944.1,1,2,4,124,7,Regular
13262,263,1,200.29,1,1,1,111,3,At Risk
13263,1,35,7436.93,5,5,5,555,15,VIP
13265,53,5,2092.66,3,4,5,345,12,VIP
13266,11,19,3717.67,5,5,5,555,15,VIP
13267,3,27,4404.44,5,5,5,555,15,VIP
13268,18,15,3127.7,4,5,5,455,14,VIP
13269,1,17,5312.97,5,5,5,555,15,VIP
13270,366,1,590.0,1,1,3,113,5,At Risk
13271,37,2,172.37,3,2,1,321,6,Regular
13272,31,2,276.56,4,2,2,422,8,Regular
13273,113,1,138.98,2,1,1,211,4,At Risk
13276,64,2,590.9300000000001,3,2,3,323,8,Regular
13277,16,4,258.4,4,4,2,442,10,Loyal
13278,41,1,542.73,3,1,3,313,7,Regular
13279,64,2,126.30000000000001,3,2,1,321,6,Regular
13280,122,3,798.46,2,3,3,233,8,Regular
13282,18,6,1047.8400000000001,4,4,4,444,12,VIP
13283,60,2,93.66,3,2,1,321,6,Regular
13284,323,2,196.15,1,2,1,121,4,At Risk
13285,23,4,2709.12,4,4,5,445,13,VIP
13291,156,1,361.11,2,1,2,212,5,At Risk
13292,39,2,578.9399999999999,3,2,3,323,8,Regular
13294,190,2,873.74,1,2,3,123,6,Regular
13295,360,2,197.95000000000002,1,2,1,121,4,At Risk
13296,137,1,87.4,2,1,1,211,4,At Risk
13297,8,4,2089.85,5,4,5,545,14,VIP
13298,1,1,360.0,5,1,2,512,8,Regular
13299,268,1,142.5,1,1,1,111,3,At Risk
13300,165,2,365.29,2,2,2,222,6,Regular
13301,104,4,618.09,2,4,3,243,9,Loyal
13302,155,1,63.75,2,1,1,211,4,At Risk
13304,351,1,300.42,1,1,2,112,4,At Risk
13305,4,10,2000.86,5,5,5,555,15,VIP
13307,120,1,15.0,2,1,1,211,4,At Risk
13308,23,4,1367.6100000000001,4,4,4,444,12,VIP
13309,7,5,1456.79,5,4,4,544,13,VIP
13310,9,6,1083.63,5,4,4,544,13,VIP
13311,4,2,598.57,5,2,3,523,10,Loyal
13313,22,5,1555.32,4,4,4,444,12,VIP
13314,2,4,593.51,5,4,3,543,12,VIP
13316,37,5,5570.6900000000005,3,4,5,345,12,VIP
13317,64,9,2140.07,3,5,5,355,13,VIP
13318,1,3,640.76,5,3,3,533,11,Loyal
13319,5,36,10664.34,5,5,5,555,15,VIP
13320,70,6,1475.2,3,4,4,344,11,Loyal
13321,72,2,567.36,2,2,3,223,7,Regular
13322,17,1,199.48000000000002,4,1,1,411,6,Regular
13323,3,5,787.85,5,4,3,543,12,VIP
13324,32,12,7072.8,4,5,5,455,14,VIP
13325,82,1,675.3,2,1,3,213,6,Regular
13327,39,9,3617.57,3,5,5,355,13,VIP
13328,316,1,1308.48,1,1,4,114,6,Regular
13329,32,4,740.4,4,4,3,443,11,Loyal
13330,93,3,1140.93,2,3,4,234,9,Loyal
13332,14,1,350.9,4,1,2,412,7,Regular
13334,82,3,3502.32,2,3,5,235,10,Loyal
13336,77,1,795.12,2,1,3,213,6,Regular
13338,154,3,431.82,2,3,2,232,7,Regular
13339,201,1,860.12,1,1,3,113,5,At Risk
13340,45,7,10736.48,3,5,5,355,13,VIP
13341,261,1,775.85,1,1,3,113,5,At Risk
13343,173,2,303.93,2,2,2,222,6,Regular
13344,68,3,2511.69,3,3,5,335,11,Loyal
13345,277,2,377.6,1,2,2,122,5,At Risk
13347,70,1,341.36,3,1,2,312,6,Regular
13348,64,1,233.76,3,1,2,312,6,Regular
13349,11,1,247.32,5,1,2,512,8,Regular
13350,16,3,910.72,4,3,4,434,11,Loyal
13351,66,1,373.94,3,1,2,312,6,Regular
13352,8,2,389.28,5,2,2,522,9,Loyal
13354,71,1,743.53,3,1,3,313,7,Regular
13355,122,1,674.7,2,1,3,213,6,Regular
13356,80,1,768.24,2,1,3,213,6,Regular
13357,257,1,609.4,1,1,3,113,5,At Risk
13358,269,1,439.03,1,1,2,112,4,At Risk
13359,59,2,431.26,3,2,2,322,7,Regular
13362,3,5,3085.4900000000002,5,4,5,545,14,VIP
13363,18,2,992.5,4,2,4,424,10,Loyal
13364,67,2,0.0,3,2,1,321,6,Regular
13365,9,3,2191.22,5,3,5,535,13,VIP
13366,50,1,56.160000000000004,3,1,1,311,5,At Risk
13368,257,2,623.4,1,2,3,123,6,Regular
13369,354,2,263.75,1,2,2,122,5,At Risk
13370,366,2,721.32,1,2,3,123,6,Regular
13372,90,1,378.64,2,1,2,212,5,At Risk
13373,61,3,3312.25,3,3,5,335,11,Loyal
13375,81,2,772.9,2,2,3,223,7,Regular
13376,99,3,1019.76,2,3,4,234,9,Loyal
13379,26,3,572.56,4,3,3,433,10,Loyal
13381,21,7,3626.81,4,5,5,455,14,VIP
13382,281,1,222.99,1,1,1,111,3,At Risk
13384,31,9,4122.28,4,5,5,455,14,VIP
13385,330,1,534.57,1,1,3,113,5,At Risk
13388,121,3,627.15,2,3,3,233,8,Regular
13389,11,3,797.96,5,3,3,533,11,Loyal
13390,75,1,544.08,2,1,3,213,6,Regular
13391,204,1,59.8,1,1,1,111,3,At Risk
13394,2,10,2312.8,5,5,5,555,15,VIP
13395,185,1,307.72,1,1,2,112,4,At Risk
13396,22,4,1325.29,4,4,4,444,12,VIP
13397,73,6,1539.18,2,4,4,244,10,Loyal
13398,192,1,457.34,1,1,2,112,4,At Risk
13402,127,2,621.23,2,2,3,223,7,Regular
13403,18,1,75.0,4,1,1,411,6,Regular
13404,1,2,252.49,5,2,2,522,9,Loyal
13405,74,3,572.451,2,3,3,233,8,Regular
13408,2,81,27487.41,5,5,5,555,15,VIP
13410,9,7,988.91,5,5,4,554,14,VIP
13411,107,1,213.55,2,1,1,211,4,At Risk
13414,134,3,1390.5,2,3,4,234,9,Loyal
13416,44,2,712.5,3,2,3,323,8,Regular
13417,5,2,640.83,5,2,3,523,10,Loyal
13418,12,23,5845.44,4,5,5,455,14,VIP
13419,64,1,221.06,3,1,1,311,5,At Risk
13420,135,4,140.35,2,4,1,241,7,Regular
13421,40,3,1831.61,3,3,4,334,10,Loyal
13422,51,2,2601.55,3,2,5,325,10,Loyal
13425,108,3,1624.21,2,3,4,234,9,Loyal
13426,1,12,3550.7000000000003,5,5,5,555,15,VIP
13427,19,3,582.6,4,3,3,433,10,Loyal
13428,10,1,201.78,5,1,1,511,7,Regular
13429,11,4,1006.8,5,4,4,544,13,VIP
13430,19,4,648.6899999999999,4,4,3,443,11,Loyal
13431,67,2,1269.1,3,2,4,324,9,Loyal
13434,74,2,534.24,2,2,3,223,7,Regular
13435,5,9,3794.4900000000002,5,5,5,555,15,VIP
13436,2,1,196.89,5,1,1,511,7,Regular
13437,14,7,3408.06,4,5,5,455,14,VIP
13439,255,1,283.71,1,1,2,112,4,At Risk
13441,92,1,296.64,2,1,2,212,5,At Risk
13447,23,4,1104.23,4,4,4,444,12,VIP
13448,17,10,3460.9900000000002,4,5,5,455,14,VIP
13449,24,1,291.88,4,1,2,412,7,Regular
13450,27,6,2043.7199999999998,4,4,5,445,13,VIP
13451,26,6,2838.56,4,4,5,445,13,VIP
13452,259,2,590.0,1,2,3,123,6,Regular
13453,166,2,356.97999999999996,2,2,2,222,6,Regular
13455,25,4,1007.35,4,4,4,444,12,VIP
13456,18,7,1737.8200000000002,4,5,4,454,13,VIP
13458,7,22,9537.92,5,5,5,555,15,VIP
13460,29,2,183.44,4,2,1,421,7,Regular
13461,39,3,1445.0,3,3,4,334,10,Loyal
13462,183,2,143.25,1,2,1,121,4,At Risk
13464,58,1,674.68,3,1,3,313,7,Regular
13466,100,2,297.95,2,2,2,222,6,Regular
13467,11,2,1071.91,5,2,4,524,11,Loyal
13468,2,41,5656.75,5,5,5,555,15,VIP
13470,99,2,165.0,2,2,1,221,5,At Risk
13471,1,4,2501.84,5,4,5,545,14,VIP
13473,61,3,417.54,3,3,2,332,8,Regular
13474,236,1,226.84,1,1,1,111,3,At Risk
13475,191,4,1431.78,1,4,4,144,9,Loyal
13476,179,4,1092.77,1,4,4,144,9,Loyal
13477,38,8,1441.53,3,5,4,354,12,VIP
13479,198,3,291.0,1,3,2,132,6,Regular
13481,46,8,1776.81,3,5,4,354,12,VIP
13482,232,1,184.64,1,1,1,111,3,At Risk
13483,66,1,140.34,3,1,1,311,5,At Risk
13484,241,1,313.8,1,1,2,112,4,At Risk
13485,233,1,454.24,1,1,2,112,4,At Risk
13486,78,3,1122.41,2,3,4,234,9,Loyal
13487,58,3,575.4,3,3,3,333,9,Loyal
13488,17,17,8910.61,4,5,5,455,14,VIP
13489,105,4,449.52,2,4,2,242,8,Regular
13491,52,10,1215.82,3,5,4,354,12,VIP
13492,136,3,1269.84,2,3,4,234,9,Loyal
13493,275,2,618.63,1,2,3,123,6,Regular
13494,312,1,316.26000000000005,1,1,2,112,4,At Risk
13495,8,6,1990.1200000000001,5,4,4,544,13,VIP
13496,11,3,617.93,5,3,3,533,11,Loyal
13497,283,3,321.05,1,3,2,132,6,Regular
13499,18,7,1146.96,4,5,4,454,13,VIP
13500,23,4,1136.77,4,4,4,444,12,VIP
13501,243,2,1310.47,1,2,4,124,7,Regular
13502,17,3,292.0,4,3,2,432,9,Loyal
13503,71,1,216.85,3,1,1,311,5,At Risk
13504,64,1,295.93,3,1,2,312,6,Regular
13505,68,8,4282.88,3,5,5,355,13,VIP
13506,312,3,452.82,1,3,2,132,6,Regular
13507,3,4,2479.16,5,4,5,545,14,VIP
13508,244,1,110.97,1,1,1,111,3,At Risk
13509,9,7,979.72,5,5,4,554,14,VIP
13510,1,5,1785.16,5,4,4,544,13,VIP
13512,261,1,251.21,1,1,2,112,4,At Risk
13513,127,1,205.1,2,1,1,211,4,At Risk
13514,74,1,152.20000000000002,2,1,1,211,4,At Risk
13515,73,4,891.12,2,4,3,243,9,Loyal
13516,21,3,1389.41,4,3,4,434,11,Loyal
13517,60,5,2109.07,3,4,5,345,12,VIP
13518,86,1,627.16,2,1,3,213,6,Regular
13519,50,2,110.80000000000001,3,2,1,321,6,Regular
13520,59,8,3487.75,3,5,5,355,13,VIP
13521,1,3,1071.73,5,3,4,534,12,VIP
13522,30,1,125.80000000000001,4,1,1,411,6,Regular
13523,33,6,3755.38,3,4,5,345,12,VIP
13524,41,5,680.1800000000001,3,4,3,343,10,Loyal
13525,15,2,628.78,4,2,3,423,9,Loyal
13527,34,8,2218.61,3,5,5,355,13,VIP
13529,79,2,307.76,2,2,2,222,6,Regular
13531,205,2,483.8,1,2,3,123,6,Regular
13532,34,1,210.31,3,1,1,311,5,At Risk
13533,183,3,269.09,1,3,2,132,6,Regular
13534,2,43,5613.08,5,5,5,555,15,VIP
13536,1,7,3444.39,5,5,5,555,15,VIP
13538,43,7,1280.85,3,5,4,354,12,VIP
13539,86,4,605.84,2,4,3,243,9,Loyal
13544,40,2,276.06,3,2,2,322,7,Regular
13546,12,3,621.09,4,3,3,433,10,Loyal
13548,96,2,678.16,2,2,3,223,7,Regular
13549,26,8,916.12,4,5,4,454,13,VIP
13551,319,1,91.80000000000001,1,1,1,111,3,At Risk
13552,66,16,3539.53,3,5,5,355,13,VIP
13555,74,4,4098.88,2,4,5,245,11,Loyal
13557,28,2,584.06,4,2,3,423,9,Loyal
13558,6,4,594.52,5,4,3,543,12,VIP
13560,7,1,171.42000000000002,5,1,1,511,7,Regular
13561,216,1,141.85999999999999,1,1,1,111,3,At Risk
13562,82,3,1799.33,2,3,4,234,9,Loyal
13563,84,2,777.53,2,2,3,223,7,Regular
13564,144,5,623.3900000000001,2,4,3,243,9,Loyal
13565,19,2,240.22,4,2,2,422,8,Regular
13566,41,2,856.84,3,2,3,323,8,Regular
13568,173,1,187.05,2,1,1,211,4,At Risk
13569,17,2,338.62,4,2,2,422,8,Regular
13570,243,1,239.49,1,1,2,112,4,At Risk
13571,13,12,2088.94,4,5,5,455,14,VIP
13572,206,1,1384.25,1,1,4,114,6,Regular
13573,50,2,290.25,3,2,2,322,7,Regular
13575,23,5,732.0699999999999,4,4,3,443,11,Loyal
13576,10,20,6703.3,5,5,5,555,15,VIP
13577,25,5,1658.3,4,4,4,444,12,VIP
13579,15,2,467.04,4,2,3,423,9,Loyal
13581,309,1,118.0,1,1,1,111,3,At Risk
13583,156,1,781.03,2,1,3,213,6,Regular
13584,307,1,142.4,1,1,1,111,3,At Risk
13587,32,3,347.0,4,3,2,432,9,Loyal
13588,16,13,2445.12,4,5,5,455,14,VIP
13589,15,2,379.65,4,2,2,422,8,Regular
13590,11,7,1976.12,5,5,4,554,14,VIP
13591,65,3,1117.13,3,3,4,334,10,Loyal
13592,36,4,247.95999999999998,3,4,2,342,9,Loyal
13593,108,6,1965.0800000000002,2,4,4,244,10,Loyal
13594,53,1,396.97,3,1,2,312,6,Regular
13596,6,2,664.11,5,2,3,523,10,Loyal
13598,47,2,147.29,3,2,1,321,6,Regular
13599,1,33,5026.85,5,5,5,555,15,VIP
13600,312,1,219.52,1,1,1,111,3,At Risk
13601,45,2,693.32,3,2,3,323,8,Regular
13602,65,1,428.89,3,1,2,312,6,Regular
13603,26,1,164.34,4,1,1,411,6,Regular
13606,29,3,276.75,4,3,2,432,9,Loyal
13607,40,1,675.51,3,1,3,313,7,Regular
13610,12,9,1065.88,4,5,4,454,13,VIP
13611,89,4,1140.8,2,4,4,244,10,Loyal
13614,24,4,1585.46,4,4,4,444,12,VIP
13615,313,2,399.99,1,2,2,122,5,At Risk
13617,40,3,544.18,3,3,3,333,9,Loyal
13618,174,1,177.34,2,1,1,211,4,At Risk
13621,117,1,213.85,2,1,1,211,4,At Risk
13623,31,7,652.4,4,5,3,453,12,VIP
13626,253,1,257.23,1,1,2,112,4,At Risk
13627,59,7,1624.02,3,5,4,354,12,VIP
13629,23,11,7792.36,4,5,5,455,14,VIP
13630,5,11,1995.68,5,5,5,555,15,VIP
13631,100,12,3021.77,2,5,5,255,12,VIP
13632,25,6,2114.68,4,4,5,445,13,VIP
13634,33,5,1547.3600000000001,3,4,4,344,11,Loyal
13635,68,1,1071.03,3,1,4,314,8,Regular
13636,37,6,941.62,3,4,4,344,11,Loyal
13637,52,3,804.3,3,3,3,333,9,Loyal
13638,16,1,122.64,4,1,1,411,6,Regular
13639,74,1,1033.34,2,1,4,214,7,Regular
13642,216,1,312.28,1,1,2,112,4,At Risk
13643,31,3,519.44,4,3,3,433,10,Loyal
13644,9,5,2597.52,5,4,5,545,14,VIP
13645,120,1,252.1,2,1,2,212,5,At Risk
13647,10,5,1640.22,5,4,4,544,13,VIP
13649,257,2,346.6,1,2,2,122,5,At Risk
13650,17,7,1809.34,4,5,4,454,13,VIP
13651,35,2,94.2,3,2,1,321,6,Regular
13652,46,3,1095.08,3,3,4,334,10,Loyal
13654,43,6,2707.33,3,4,5,345,12,VIP
13655,114,2,932.97,2,2,4,224,8,Regular
13656,165,2,379.65,2,2,2,222,6,Regular
13657,11,2,382.14,5,2,2,522,9,Loyal
13658,10,7,2421.47,5,5,5,555,15,VIP
13659,197,3,1540.65,1,3,4,134,8,Regular
13662,86,7,862.58,2,5,3,253,10,Loyal
13663,179,1,189.47,1,1,1,111,3,At Risk
13666,60,3,84.65,3,3,1,331,7,Regular
13667,149,1,299.05,2,1,2,212,5,At Risk
13668,3,29,6162.31,5,5,5,555,15,VIP
13669,51,2,218.55,3,2,1,321,6,Regular
13670,75,1,349.7,2,1,2,212,5,At Risk
13672,301,6,-71.46,1,4,1,141,6,Regular
13673,19,2,387.44,4,2,2,422,8,Regular
13675,151,2,486.82000000000005,2,2,3,223,7,Regular
13678,152,1,232.6,2,1,2,212,5,At Risk
13680,1,5,2199.01,5,4,5,545,14,VIP
13681,18,4,827.83,4,4,3,443,11,Loyal
13682,187,1,59.5,1,1,1,111,3,At Risk
13684,286,2,62.13,1,2,1,121,4,At Risk
13685,3,7,3119.44,5,5,5,555,15,VIP
13686,183,1,72.0,1,1,1,111,3,At Risk
13689,63,1,910.0,3,1,4,314,8,Regular
13690,59,1,172.25,3,1,1,311,5,At Risk
13692,25,5,1466.8700000000001,4,4,4,444,12,VIP
13693,325,2,-32.0,1,2,1,121,4,At Risk
13694,4,60,62690.54,5,5,5,555,15,VIP
13695,31,15,2504.13,4,5,5,455,14,VIP
13697,39,1,151.29999999999998,3,1,1,311,5,At Risk
13699,155,1,308.58000000000004,2,1,2,212,5,At Risk
13700,26,10,2248.63,4,5,5,455,14,VIP
13703,318,1,99.5,1,1,1,111,3,At Risk
13704,5,10,2295.31,5,5,5,555,15,VIP
13705,8,3,711.86,5,3,3,533,11,Loyal
13706,303,1,330.79,1,1,2,112,4,At Risk
13707,267,2,806.41,1,2,3,123,6,Regular
13708,271,1,285.33,1,1,2,112,4,At Risk
13709,4,17,6228.71,5,5,5,555,15,VIP
13710,32,1,180.48,4,1,1,411,6,Regular
13711,219,2,252.06,1,2,2,122,5,At Risk
13712,247,1,228.84,1,1,1,111,3,At Risk
13715,281,8,1051.99,1,5,4,154,10,Loyal
13716,269,1,138.28,1,1,1,111,3,At Risk
13717,32,7,1432.26,4,5,4,454,13,VIP
13718,246,2,306.55,1,2,2,122,5,At Risk
13719,15,5,1041.68,4,4,4,444,12,VIP
13720,117,4,799.9,2,4,3,243,9,Loyal
13721,36,1,524.14,3,1,3,313,7,Regular
13722,120,4,2369.16,2,4,5,245,11,Loyal
13723,217,1,199.85000000000002,1,1,1,111,3,At Risk
13725,50,11,1809.81,3,5,4,354,12,VIP
13726,39,2,1079.6599999999999,3,2,4,324,9,Loyal
13727,29,2,333.48,4,2,2,422,8,Regular
13728,37,6,1016.14,3,4,4,344,11,Loyal
13730,136,2,752.6,2,2,3,223,7,Regular
13731,219,2,610.59,1,2,3,123,6,Regular
13732,28,1,491.86,4,1,3,413,8,Regular
13735,25,8,2764.48,4,5,5,455,14,VIP
13736,5,3,721.9,5,3,3,533,11,Loyal
13737,200,1,339.59999999999997,1,1,2,112,4,At Risk
13739,18,1,216.9,4,1,1,411,6,Regular
13740,241,1,350.75,1,1,2,112,4,At Risk
13741,72,4,666.33,2,4,3,243,9,Loyal
13742,17,14,3079.27,4,5,5,455,14,VIP
13743,3,8,1340.1499999999999,5,5,4,554,14,VIP
13744,95,2,1080.52,2,2,4,224,8,Regular
13745,151,2,291.54,2,2,2,222,6,Regular
13747,374,1,79.6,1,1,1,111,3,At Risk
13748,96,5,948.25,2,4,4,244,10,Loyal
13750,54,5,1647.26,3,4,4,344,11,Loyal
13751,288,1,296.25,1,1,2,112,4,At Risk
13752,124,6,1175.38,2,4,4,244,10,Loyal
13753,288,1,741.26,1,1,3,113,5,At Risk
13754,152,2,282.59999999999997,2,2,2,222,6,Regular
13755,4,10,2101.39,5,5,5,555,15,VIP
13756,2,15,5145.12,5,5,5,555,15,VIP
13758,12,7,3190.55,4,5,5,455,14,VIP
